person_income,person_emp_length,loan_percent_income,loan_int_rate,loan_amnt,D,E,F,G,cb_person_default_on_file,Other,Rent,Own,loan_status
54590.0,9.0,0.15,11.49,8000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
96000.0,7.0,0.21,14.42,20000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
55920.0,9.0,0.39,7.88,22000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
42000.0,2.0,0.17,14.79,7200.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
91800.0,10.0,0.09,16.32,10000.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0
56000.0,9.0,0.18,12.42,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
63000.0,1.0,0.13,12.73,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
35500.0,0.0,0.11,12.53,4000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
98000.0,9.0,0.26,16.45,25000.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0
48000.0,0.0,0.09,11.83,4400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
120000.0,2.0,0.08,11.71,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
37000.0,6.0,0.2,8.0,7400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
50000.0,6.0,0.4,13.22,20000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
50000.0,24.0,0.1,6.76,5000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
48000.0,2.0,0.1,6.17,5000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
26400.0,5.0,0.19,7.9,5000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60000.0,0.0,0.11,10.59,6600.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
150000.0,18.0,0.04,6.03,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24000.0,8.0,0.37,10.65,8875.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
80000.0,5.0,0.02,10.75,1800.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
33000.0,4.0,0.55,9.91,18000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
30000.0,14.0,0.1,10.38,3000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
64000.0,7.0,0.13,15.28,8000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
21000.0,7.0,0.36,12.69,7500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
45600.0,6.0,0.22,13.49,10000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
82500.0,3.0,0.03,6.76,2575.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
87000.0,7.0,0.09,5.99,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
74000.0,6.0,0.16,12.53,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
51600.0,8.0,0.06,10.65,3000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
71874.0,6.0,0.28,11.48,20000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
76344.0,2.0,0.07,9.63,5000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
216000.0,12.0,0.07,16.02,15000.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
61000.0,4.0,0.08,14.79,4800.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
65000.0,1.0,0.11,8.49,7000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
52000.0,7.0,0.19,6.54,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
46500.0,5.0,0.03,14.96,1300.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
44000.0,0.0,0.36,13.24,16000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
45600.0,8.0,0.19,12.36,8775.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
30000.0,0.0,0.2,13.49,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
42000.0,1.0,0.14,14.46,6000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
126000.0,9.0,0.12,7.9,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
67000.0,4.0,0.1,13.23,6400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
71000.0,14.0,0.21,8.88,15000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
40000.0,6.0,0.3,11.14,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
42000.0,18.0,0.05,5.79,2000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60000.0,4.0,0.14,7.51,8650.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
75000.0,0.0,0.06,9.32,4200.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
55000.0,7.0,0.22,7.49,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
30000.0,4.0,0.47,9.38,14000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
44000.0,9.0,0.23,12.68,10000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
74000.0,8.0,0.34,11.49,25000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
75000.0,4.0,0.27,8.88,20000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
65000.0,3.0,0.18,7.66,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
25000.0,1.0,0.16,11.11,4000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
17280.0,0.0,0.06,16.29,1000.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
75000.0,5.0,0.11,10.74,8000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
42000.0,5.0,0.45,7.9,18825.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
36504.0,0.0,0.13,12.68,4900.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
47004.0,1.0,0.51,11.58,24000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
84000.0,1.0,0.12,7.49,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
80004.0,5.0,0.12,7.51,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
55000.0,5.0,0.27,6.54,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
31200.0,1.0,0.1,11.99,3200.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
27000.0,2.0,0.44,13.3,12000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
45000.0,0.0,0.16,5.42,7000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
85000.0,1.0,0.05,7.4,4400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
86000.0,6.0,0.29,11.83,25000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
40000.0,5.0,0.15,14.54,6000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
90000.0,12.0,0.23,14.54,21000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
33600.0,4.0,0.1,15.65,3300.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
22000.0,4.0,0.11,7.14,2500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
67500.0,3.0,0.15,10.65,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
45000.0,1.0,0.13,7.51,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
50000.0,1.0,0.3,10.83,14800.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
37920.0,4.0,0.16,6.99,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
120000.0,3.0,0.05,10.99,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
55000.0,5.0,0.09,5.79,4800.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
109000.0,8.0,0.18,10.75,20000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
74000.0,5.0,0.34,12.69,25000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
145000.0,0.0,0.05,10.99,7000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
25716.0,1.0,0.12,13.72,3000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
75689.0,7.0,0.33,11.12,25000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
45000.0,10.0,0.03,6.76,1500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
44640.0,4.0,0.2,10.65,9000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60000.0,1.0,0.1,14.79,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
30000.0,3.0,0.47,10.65,14000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
51600.0,8.0,0.39,12.87,20000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
60000.0,9.0,0.25,11.83,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
160000.0,12.0,0.04,12.23,7000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
57000.0,1.0,0.17,12.53,9500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
23000.0,5.0,0.27,13.48,6250.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
30000.0,3.0,0.1,15.2,3000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
37500.0,0.0,0.04,6.91,1375.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
52000.0,8.0,0.06,11.49,3000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
200000.0,7.0,0.07,11.14,14400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
110196.0,6.0,0.23,11.49,25000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
55000.0,5.0,0.15,13.85,8000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
180000.0,9.0,0.11,14.26,20000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
73000.0,2.0,0.14,16.29,9975.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
77052.0,4.0,0.31,11.36,24250.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
36000.0,7.0,0.33,8.88,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
159600.0,0.0,0.19,17.27,30000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
31200.0,0.0,0.1,13.49,3200.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
50500.0,6.0,0.12,11.83,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
42000.0,2.0,0.39,10.25,16200.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
75000.0,12.0,0.19,6.03,14000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
96053.0,15.0,0.27,15.62,30000.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
42000.0,7.0,0.1,13.23,4200.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
144000.0,2.0,0.08,7.49,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
100000.0,0.0,0.15,6.03,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
54000.0,2.0,0.1,13.23,5500.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
31000.0,1.0,0.03,14.96,1000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
59000.0,4.0,0.24,8.9,14400.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
37965.0,3.0,0.26,9.63,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
37500.0,0.0,0.29,8.49,11000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
52739.0,8.0,0.15,9.38,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
25000.0,4.0,0.06,12.98,1600.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
48000.0,4.0,0.17,14.35,8000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
48000.0,5.0,0.19,10.99,9000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
43200.0,6.0,0.2,11.36,8600.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
75000.0,23.0,0.2,8.94,15000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60000.0,5.0,0.17,12.18,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
75000.0,0.0,0.27,13.06,20000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
94000.0,9.0,0.16,9.88,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
45000.0,7.0,0.22,6.62,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
80000.0,1.0,0.23,10.39,18000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
54000.0,2.0,0.13,9.99,7125.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
31000.0,0.0,0.4,8.94,12500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
85000.0,6.0,0.16,14.65,14000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
37157.0,4.0,0.26,10.99,9500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
92000.0,2.0,0.04,5.79,3500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
74000.0,14.0,0.19,13.92,14000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
40000.0,1.0,0.23,8.94,9000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
95000.0,3.0,0.08,13.8,8000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
30500.0,5.0,0.21,11.49,6400.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
70000.0,6.0,0.09,11.49,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60000.0,0.0,0.25,13.57,15000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
102000.0,6.0,0.1,7.49,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
51000.0,1.0,0.1,8.0,5000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
24000.0,1.0,0.08,18.39,2000.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0
95000.0,2.0,0.37,7.9,35000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
44000.0,3.0,0.55,8.88,24000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
80000.0,2.0,0.06,6.76,4500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
37700.0,7.0,0.27,9.63,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
38004.0,3.0,0.26,10.75,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60000.0,6.0,0.23,6.03,14000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
130008.0,0.0,0.07,7.74,9000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
30000.0,8.0,0.16,11.49,4800.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
85000.0,1.0,0.18,12.84,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
55000.0,2.0,0.36,11.71,20000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
94500.0,10.0,0.02,5.42,2000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
62500.0,0.0,0.05,13.92,3000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
40000.0,0.0,0.13,6.92,5000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
57600.0,3.0,0.3,7.66,17000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
50000.0,3.0,0.26,12.23,13000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
96000.0,4.0,0.13,12.73,12000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
101000.0,3.0,0.2,10.75,20000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
34000.0,1.0,0.29,12.69,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
57100.0,3.0,0.12,11.22,6625.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
33195.0,5.0,0.05,11.99,1800.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
30996.0,2.0,0.16,11.86,5000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
140300.0,6.0,0.04,11.14,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
82000.0,2.0,0.11,6.03,9200.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
56000.0,7.0,0.04,11.49,2000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
120000.0,10.0,0.19,6.62,23000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
52000.0,2.0,0.21,11.34,11000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
79864.0,5.0,0.02,9.88,1800.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
54000.0,5.0,0.19,13.23,10000.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
69764.0,2.0,0.02,14.42,1500.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
44000.0,3.0,0.12,10.99,5400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
29004.0,5.0,0.38,14.22,11000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
50000.0,0.0,0.24,13.49,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
21000.0,3.0,0.05,7.49,1000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
30000.0,10.0,0.38,7.51,11400.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
36000.0,4.0,0.14,10.37,5000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
32000.0,2.0,0.07,18.79,2400.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0
35100.0,1.0,0.1,5.79,3500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
43000.0,2.0,0.16,9.99,7000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
19240.0,0.0,0.46,10.65,8875.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
90000.0,8.0,0.17,17.58,15000.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
122400.0,5.0,0.06,10.65,6800.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
55000.0,10.0,0.27,11.12,15000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
78200.0,9.0,0.08,6.54,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
36499.0,1.0,0.12,10.99,4200.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
26280.0,2.0,0.15,9.99,4000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
70000.0,7.0,0.36,9.76,25000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
30000.0,3.0,0.2,10.75,6000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
86400.0,6.0,0.28,13.85,24000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
103000.0,6.0,0.24,15.7,24250.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
65000.0,9.0,0.11,11.66,7000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
66948.0,1.0,0.36,10.62,24000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
43000.0,9.0,0.42,7.9,18000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
162000.0,5.0,0.09,7.9,14500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
94000.0,13.0,0.05,10.99,4800.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
136000.0,5.0,0.15,9.99,21000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
103000.0,3.0,0.18,7.88,18550.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
24000.0,0.0,0.1,7.29,2500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
36000.0,11.0,0.08,8.0,3000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
57600.0,5.0,0.26,10.25,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
110000.0,0.0,0.05,10.65,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
66252.0,10.0,0.08,12.53,5000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0
30000.0,9.0,0.1,11.71,3000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
43000.0,5.0,0.16,6.62,7000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
56004.0,6.0,0.11,11.86,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
56000.0,7.0,0.1,9.38,5500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
33280.0,1.0,0.12,13.79,4000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
36000.0,5.0,0.19,11.11,7000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
15600.0,2.0,0.22,16.07,3500.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
77000.0,3.0,0.01,10.95,1150.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60000.0,9.0,0.39,12.42,23275.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
32400.0,3.0,0.15,14.12,4900.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
61000.0,7.0,0.16,15.96,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
26000.0,0.0,0.2,13.43,5200.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
27000.0,0.0,0.29,10.37,7750.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
72000.0,6.0,0.21,11.58,15000.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
25000.0,0.0,0.23,12.68,5625.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
48000.0,17.0,0.15,6.62,7000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
66352.0,5.0,0.11,7.88,7000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
80000.0,0.0,0.19,11.48,15000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
103000.0,8.0,0.2,13.49,21000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
60000.0,5.0,0.31,9.99,18800.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
91384.0,17.0,0.02,10.25,1600.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
120000.0,7.0,0.05,13.06,6000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
60000.0,0.0,0.02,7.66,1200.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
32500.0,4.0,0.43,14.17,14000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
52102.0,1.0,0.06,10.75,3500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
40000.0,8.0,0.11,12.84,4500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
45000.0,6.0,0.27,6.62,12000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
80000.0,4.0,0.14,10.99,11000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
34000.0,2.0,0.22,15.58,7500.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
648000.0,6.0,0.02,17.19,10000.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0
102000.0,5.0,0.1,8.59,10000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
133800.0,0.0,0.07,7.9,9000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
18000.0,5.0,0.22,10.99,4000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
123000.0,1.0,0.28,14.27,35000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
50000.0,5.0,0.16,10.37,8000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
50000.0,1.0,0.15,8.32,7500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
60996.0,2.0,0.2,12.21,12000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
65000.0,9.0,0.18,7.51,11500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
36432.0,1.0,0.52,15.21,19000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
52000.0,11.0,0.13,7.88,7000.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
65004.0,4.0,0.31,15.58,20000.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0
33500.0,0.0,0.33,12.21,11200.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
47133.0,5.0,0.11,11.86,5100.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
47000.0,5.0,0.21,13.79,10000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
60000.0,6.0,0.17,5.42,10000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
49000.0,6.0,0.05,5.79,2400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
57000.0,8.0,0.13,11.97,7500.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0
